"date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence","year","passenger.x","passenger.y","passenger"
"02-JUN-1943","Short Sunderland GR.3","EJ134","RAAF","1","Praa Sands, ...",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUN-1943","Douglas C-47 (DC-3)","41-19488","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUN-1943","Douglas C-47 (DC-3)","41-38726","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUN-1943","Lisunov PS-84","CCCP-L3932","Soviet AF","5","Zezevitovo",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUN-1943","Consolidated PBY-5A Catalina","04405","US Navy",NA,"",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUN-1943","Consolidated C-87 Liberator Express","41-11837","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUN-1943","Lisunov Li-2","CCCP-L4024","Aeroflot","7","Bryansk",NA,NA,"A1",1,"1943",NA,NA,NA
"04-JUN-1943","Lisunov Li-2","CCCP-L344","Soviet AF","3","Molotov (PEE)",NA,NA,"A1",1,"1943",NA,NA,NA
"05-JUN-1943","Lockheed C-60-LO Lodestar","42-108790","USAAF",NA,"Dayton-Wrigh...",NA,NA,"A1",1,"1943",NA,NA,NA
"05-JUN-1943","Consolidated PBY-5 Catalina","NZ4006","New Zealand AF","15","Fiji",NA,NA,"A1",1,"1943",NA,NA,NA
"05-JUN-1943","Consolidated PBY-5A Catalina","08078","US Navy","0","South Pacific",NA,NA,"A1",1,"1943",NA,NA,NA
"05-JUN-1943","Short Sunderland II","W6052","RAF","11","St. Kilda, S...",NA,NA,"A1",1,"1943",NA,NA,NA
"06-JUN-1943","Douglas C-47 (DC-3)","41-18634","USAAF",NA,"Fayetteville...",NA,NA,"A1",1,"1943",NA,NA,NA
"06-JUN-1943","Douglas DC-3-196A","URSS-N","Hamiata",NA,"between Tihw...",NA,NA,"A1",1,"1943",NA,NA,NA
"07-JUN-1943","Douglas C-47A (DC-3)","42-23512","USAAF",NA,"Laurinburg-M...",NA,NA,"A1",1,"1943",NA,NA,NA
"07-JUN-1943","Consolidated Catalina","FP275","RAF","7","St. Lucia Bay",NA,NA,"A1",1,"1943",NA,NA,NA
"08-JUN-1943","Douglas C-47 (DC-3)","41-18482","USAAF",NA,"Manitou, KY",NA,NA,"A1",1,"1943",NA,NA,NA
"08-JUN-1943","Douglas R4D-5 (DC-3)","12406","US Navy","24","Noumea-Tonto...",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUN-1943","Douglas C-47 (DC-3)","41-38689","USAAF",NA,"Bowling Gree...",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUN-1943","Douglas C-47A (DC-3)","","Soviet AF","6","Magadan Airp...",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUN-1943","Consolidated Catalina","FP214","RAF","8","Algeciras",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUN-1943","Douglas DC-3-196A","URSS-N","Hamiata","32","Yanchi",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUN-1943","Douglas C-47 (DC-3)","41-18540","USAAF",NA,"Jorhat",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUN-1943","Consolidated PBY-5A Catalina","7273","US Navy","8","North Atlant...",NA,NA,"A1",1,"1943",NA,NA,NA
"12-JUN-1943","Douglas C-47 (DC-3)","41-7737","USAAF",NA,"Delhi",NA,NA,"A1",1,"1943",NA,NA,NA
"13-JUN-1943","Consolidated Catalina","FP232","RAF","10","Bay of Biscay",NA,NA,"A1",1,"1943",NA,NA,NA
"13-JUN-1943","Douglas C-47 (DC-3)","41-18565","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"14-JUN-1943","Lisunov Li-2","CCCP-L4035","Soviet AF","0","Maksatikh, T...",NA,NA,"A1",1,"1943",NA,NA,NA
"16-JUN-1943","Consolidated PBY-5A Catalina","7290","US Navy","2","Dutch Harbor...",NA,NA,"A1",1,"1943",NA,NA,NA
"16-JUN-1943","Douglas C-48 (DC-3)","42-38325","USAAF","3","Whitehorse, YT",NA,NA,"A1",1,"1943",NA,NA,NA
"16-JUN-1943","Lockheed 414 Hudson VI","FK459","RAF, op.for BOAC","17","Khartoum-Civ...",NA,NA,"A1",1,"1943",NA,NA,NA
"17-JUN-1943","Douglas C-47A (DC-3)","42-23640","USAAF",NA,"Monrovia-Rob...",NA,NA,"A1",1,"1943",NA,NA,NA
"18-JUN-1943","Douglas C-47A (DC-3)","42-23784","USAAF",NA,"Sedalia Army...",NA,NA,"A1",1,"1943",NA,NA,NA
"20-JUN-1943","Douglas C-47 (DC-3)","41-18483","USAAF",NA,"Sookerating",NA,NA,"A1",1,"1943",NA,NA,NA
"20-JUN-1943","Douglas C-49K (DC-3)","43-2009","Pan Am, op.for USAAF","2","Biscayne Bay...",NA,NA,"A1",1,"1943",NA,NA,NA
"21-JUN-1943","Lockheed C-60A Lodestar","42-55957","USAAF",NA,"Lubbock-Sout...",NA,NA,"A1",1,"1943",NA,NA,NA
"22-JUN-1943","Consolidated PBY-5 Catalina","08318","US Navy",NA,"Atlantic Ocean",NA,NA,"A1",1,"1943",NA,NA,NA
"22-JUN-1943","Consolidated PBY-5 Catalina","08312","US Navy",NA,"",NA,NA,"A1",1,"1943",NA,NA,NA
"22-JUN-1943","Douglas C-47 (DC-3)","41-7843","USAAF",NA,"unknown",NA,NA,"U1",1,"1943",NA,NA,NA
"23-JUN-1943","Curtiss C-46A","41-12329","USAAF","1","Yunnanyi",NA,NA,"A1",1,"1943",NA,NA,NA
"23-JUN-1943","Douglas DC-2-115G","VHCHE","USAAF",NA,"Charters Tow...",NA,NA,"A1",1,"1943",NA,NA,NA
"24-JUN-1943","Douglas C-53 Skytrooper (DC-3)","41-20127","USAAF",NA,"Boxted",NA,NA,"A1",1,"1943",NA,NA,NA
"25-JUN-1943","Consolidated PBY-5 Catalina","08422","US Navy","13","Jacksonville...",NA,NA,"A1",1,"1943",NA,NA,NA
"25-JUN-1943","Consolidated Catalina IB","FP265","RAF","8","St Lucia Bay",NA,NA,"A1",1,"1943",NA,NA,NA
"26-JUN-1943","Lockheed C-60A Lodestar","42-55971","USAAF",NA,"Lubbock-Sout...",NA,NA,"A2",1,"1943",NA,NA,NA
"27-JUN-1943","Douglas C-47 (DC-3)","41-18466","USAAF",NA,"Springfield, IL",NA,NA,"A1",1,"1943",NA,NA,NA
"28-JUN-1943","Consolidated PBY-5 Catalina","2405","US Navy",NA,"NAS Trinidad",NA,NA,"A1",1,"1943",NA,NA,NA
"29-JUN-1943","Curtiss C-46A","41-12390","USAAF",NA,"Hathungo",NA,NA,"A1",1,"1943",NA,NA,NA
"29-JUN-1943","Douglas R4D-1 (DC-3)","01984","US Navy",NA,"San Cristóba...",NA,NA,"A1",1,"1943",NA,NA,NA
"29-JUN-1943","Lockheed C-60A-1-LO Lodestar","42-32198","USAAF",NA,"Wichita-Muni...",NA,NA,"A1",1,"1943",NA,NA,NA
"30-JUN-1943","Curtiss C-46A","41-12401","USAAF",NA,"Georgetown-W...",NA,NA,"A1",1,"1943",NA,NA,NA
"30-JUN-1943","Short Sunderland III","DD857","RAF","2","Lough Erne",NA,NA,"A1",1,"1943",NA,NA,NA
"30-JUN-1943","Lockheed 414 Hudson VI","FK618","RAF, op.for BOAC","16","Khartoum",NA,NA,"A1",1,"1943",NA,NA,NA
"01-JUL-1943","Curtiss C-46A","41-12298","USAAF",NA,"",NA,NA,"A1",1,"1943",NA,NA,NA
"01-JUL-1943","Consolidated PBY-5 Catalina","04447","US Navy","1","Pensacola NA...",NA,NA,"A1",1,"1943",NA,NA,NA
"02-JUL-1943","Curtiss C-46A","41-5168","USAAF",NA,"Indochina",NA,NA,"A1",1,"1943",NA,NA,NA
"02-JUL-1943","Douglas R4D-1 (DC-3)","01990","US Navy","10","Dutch Harbor...",NA,NA,"A1",1,"1943",NA,NA,NA
"02-JUL-1943","Douglas C-53D-DO (DC-3)","42-68708","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUL-1943","Curtiss C-46A","41-12310","USAAF",NA,"",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUL-1943","Consolidated PBY-5 Catalina","08294","US Navy","4","Exmouth Gulf",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUL-1943","Consolidated PBY-5 Catalina","08324","US Navy","5","Mobile Bay, FL",NA,NA,"A1",1,"1943",NA,NA,NA
"03-JUL-1943","Fokker F.XXII","HM159","RAF","20","Loch Tarbert...",NA,NA,"A1",1,"1943",NA,NA,NA
"04-JUL-1943","Douglas C-47A (DC-3)","42-23777","USAAF",NA,"Sedalia Army...",NA,NA,"A1",1,"1943",NA,NA,NA
"05-JUL-1943","Douglas C-47 (DC-3)","41-38755","USAAF",NA,"Waccamaw Lak...",NA,NA,"A1",1,"1943",NA,NA,NA
"06-JUL-1943","Douglas C-53 Skytrooper (DC-3)","42-6493","USAAF",NA,"Marrakech-Me...",NA,NA,"A1",1,"1943",NA,NA,NA
"07-JUL-1943","Douglas C-47 (DC-3)","41-18605","USAAF",NA,"Damaturu",NA,NA,"A1",1,"1943",NA,NA,NA
"07-JUL-1943","Douglas C-47 (DC-3)","41-38663","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"08-JUL-1943","Douglas Dakota III (DC-3)","FD888","RAF",NA,"Gibraltar",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-54 (DC-4)","41-37271","USAAF","3","Dayton-Wrigh...",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-47 (DC-3)","41-38711","USAAF",NA,"Grenada AAB, MS",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas Dakota III (DC-3)","FD876","RAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-47A (DC-3)","42-23366","USAAF","5","Gela, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-47 (DC-3)","41-18698","USAAF",NA,"Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-47 (DC-3)","42-32915","USAAF",NA,"Gela, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Lockheed C-60A-1-LO Lodestar","42-55889","USAAF","0","Monroe-Selma...",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas Dakota I (DC-3)","FD774","RAF","1","Chebba, Tunisia",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-53D-DO (DC-3)","42-68761","USAAF","4","Gela, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-53D-DO (DC-3)","42-68740","USAAF",NA,"Gela, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"09-JUL-1943","Douglas C-53-DO (DC-3)","42-15884","USAAF",NA,"Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"10-JUL-1943","Douglas C-47A (DC-3)","42-23786","USAAF","4","Hemingford, NE",NA,NA,"A1",1,"1943",NA,NA,NA
"10-JUL-1943","Douglas C-47A (DC-3)","42-23596","USAAF","5","Trinidad-Wal...",NA,NA,"A1",1,"1943",NA,NA,NA
"10-JUL-1943","Douglas C-47A (DC-3)","42-23801","USAAF","6","Sedalia Army...",NA,NA,"A1",1,"1943",NA,NA,NA
"10-JUL-1943","Douglas C-53D Skytrooper (DC-3)","42-68785","USAAF","4","Hemingford, NE",NA,NA,"A1",1,"1943",NA,NA,NA
"10-JUL-1943","Douglas C-47A (DC-3)","42-23492","USAAF","4","Scoglitti, S...",NA,NA,"C1",1,"1943",NA,NA,NA
"10-JUL-1943","Douglas C-47A (DC-3)","42-23646","USAAF","5","Gela, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18377","USAAF",NA,"Dunnellon AA...",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-5687","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas Dakota I (DC-3)","FD815","RAF","6","Tunis-El Aou...",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18606","USAAF","11","Pantano D'Ar...",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18593","USAAF",NA,"Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-38624","USAAF","4","Scoglitti, S...",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-38620","USAAF",NA,"Sanpiero-Lic...",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18525","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47A (DC-3)","42-23506","USAAF","6","Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47A (DC-3)","42-23513","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47A (DC-3)","42-23644","USAAF","5","Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18522","USAAF","5","Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-5691","USAAF","5","Scoglitti, S...",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18519","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","41-18511","USAAF","3","Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-5689","USAAF","4","Gela, Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-5686","USAAF",NA,"Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-5676","USAAF",NA,"Scoglitti, S...",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47A (DC-3)","42-23404","USAAF","5","Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47A (DC-3)","42-32925","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-32922","USAAF","0","Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"11-JUL-1943","Douglas C-47 (DC-3)","42-32918","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"12-JUL-1943","Douglas C-47A (DC-3)","42-23340","USAAF",NA,"Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"12-JUL-1943","Consolidated PBY-5 Catalina","08246","US Navy","7","Tulagi Harbor",NA,NA,"A1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47 (DC-3)","41-18518","USAAF","4","between Moha...",NA,NA,"A1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-53D Skytrooper (DC-3)","42-68714","USAAF",NA,"Catania, Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47A (DC-3)","42-23410","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47A (DC-3)","42-23522","USAAF","0","Catania, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47A (DC-3)","42-23481","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47 (DC-3)","41-18418","USAAF","4","Catania, Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47 (DC-3)","41-38591","USAAF",NA,"Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47 (DC-3)","41-38594","USAAF",NA,"Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47 (DC-3)","41-19483","USAAF","2","Catania, Sicily",NA,NA,"C1",1,"1943",NA,NA,NA
"13-JUL-1943","Douglas C-47 (DC-3)","42-32910","USAAF","4","Catania, Sicily",NA,NA,"A1",1,"1943",NA,NA,NA
"14-JUL-1943","Curtiss C-46","41-5175","USAAF",NA,"Tezpur",NA,NA,"A1",1,"1943",NA,NA,NA
"15-JUL-1943","Douglas C-47A (DC-3)","42-23726","USAAF","0","Alliance AAF...",NA,NA,"A1",1,"1943",NA,NA,NA
"15-JUL-1943","Douglas C-47 (DC-3)","41-18512","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"15-JUL-1943","Douglas C-47 (DC-3)","41-18534","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"16-JUL-1943","de Havilland DH.91 Albatross","G-AFDK","BOAC","0","Shannon-Rinn...",NA,NA,"A1",1,"1943",NA,NA,NA
"16-JUL-1943","Consolidated PBY-5A Catalina","04981","US Navy",NA,"Hilo NAS, HI",NA,NA,"A1",1,"1943",NA,NA,NA
"17-JUL-1943","Douglas C-47 (DC-3)","41-38730","USAAF","6","Grenada AAF, MS",NA,NA,"A1",1,"1943",NA,NA,NA
"17-JUL-1943","Douglas C-53 Skytrooper (DC-3)","42-6464","USAAF","4","Grenada AAF, MS",NA,NA,"A1",1,"1943",NA,NA,NA
"17-JUL-1943","Consolidated PBY-5 Catalina","2372","US Navy","8","Gulf of Mexico",NA,NA,"A1",1,"1943",NA,NA,NA
"17-JUL-1943","Consolidated PBY-5A Catalina","08051","US Navy","0","Vella Lavella",NA,NA,"A1",1,"1943",NA,NA,NA
"18-JUL-1943","Consolidated PBY-5A Catalina","08055","US Navy","7","Adak, AK",NA,NA,"A1",1,"1943",NA,NA,NA
"19-JUL-1943","Douglas C-53D Skytrooper (DC-3)","42-68801","USAAF",NA,"Lincoln AB, NE",NA,NA,"A1",1,"1943",NA,NA,NA
"20-JUL-1943","Douglas C-54 (DC-4)","41-20143","USAAF",NA,"Georgetown-W...",NA,NA,"A1",1,"1943",NA,NA,NA
"21-JUL-1943","Douglas C-47A (DC-3)","42-23616","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"23-JUL-1943","Douglas C-47 (DC-3)","41-38748","USAAF",NA,"Minna Airpor...",NA,NA,"A1",1,"1943",NA,NA,NA
"23-JUL-1943","de Havilland DH.86A Express","HK843","RAF",NA,"Sicily",NA,NA,"U1",1,"1943",NA,NA,NA
"23-JUL-1943","Douglas C-47A (DC-3)","42-23618","USAAF",NA,"Nassau Bay",NA,NA,"A1",1,"1943",NA,NA,NA
"24-JUL-1943","CANT Z.506C","MM60643","Italian AF","20","Sardinia",NA,NA,"C1",1,"1943",NA,NA,NA
"26-JUL-1943","Douglas C-47 (DC-3)","41-18363","USAAF",NA,"Columbus-Mus...",NA,NA,"A1",1,"1943",NA,NA,NA
"27-JUL-1943","Sikorsky S-42B","NC16736","Pan Am","0","Manaus, AM",NA,NA,"A1",1,"1943",NA,NA,NA
"27-JUL-1943","Douglas C-47 (DC-3)","41-38643","USAAF",NA,"Naknek AAB, AK",NA,NA,"A1",1,"1943",NA,NA,NA
"27-JUL-1943","Douglas C-47 (DC-3)","41-38572","USAAF","4","Masirah Island",NA,NA,"A1",1,"1943",NA,NA,NA
"27-JUL-1943","Douglas C-53D Skytrooper (DC-3)","42-68783","USAAF",NA,"Hope Mills, NC",NA,NA,"A1",1,"1943",NA,NA,NA
"28-JUL-1943","Douglas DC-3-178","NC16014","American Airlines","20","Trammel, KY",NA,NA,"A1",1,"1943",NA,NA,NA
"28-JUL-1943","Short S.25 Sunderland III","G-AGES","BOAC","10","Brandon vill...",NA,NA,"A1",1,"1943",NA,NA,NA
"29-JUL-1943","Douglas C-47 (DC-3)","41-18692","USAAF",NA,"Kelly Field, TX",NA,NA,"A1",1,"1943",NA,NA,NA
"29-JUL-1943","Douglas R4D-5 (DC-3)","12405","US Navy","10","San Cristóba...",NA,NA,"A1",1,"1943",NA,NA,NA
"30-JUL-1943","PB2B-1 Canso A (PBY-5A)","9789","RCAF","1","Denny Island...",NA,NA,"A1",1,"1943",NA,NA,NA
"30-JUL-1943","Lisunov PS-84","CCCP-L3489","Aeroflot","1","Zhukovka, Mo...",NA,NA,"C1",1,"1943",NA,NA,NA
"30-JUL-1943","Lisunov PS-84","CCCP-L3912","Aeroflot","5","unknown",NA,NA,"C1",1,"1943",NA,NA,NA
"31-JUL-1943","Douglas C-47A (DC-3)","42-23839","USAAF",NA,"Taylor Field...",NA,NA,"A1",1,"1943",NA,NA,NA
"02-AUG-1943","Curtiss C-46A","41-12420","USAAF","1","Lahe Nanyon",NA,NA,"A1",1,"1943",NA,NA,NA
"02-AUG-1943","Douglas C-47A (DC-3)","42-23346","USAAF",NA,"Thermal AAF, CA",NA,NA,"A1",1,"1943",NA,NA,NA
"02-AUG-1943","Douglas C-47A (DC-3)","42-23957","USAAF","5","Rock Falls, IA",NA,NA,"A1",1,"1943",NA,NA,NA
"02-AUG-1943","Douglas C-47 (DC-3)","41-38656","USAAF","3","Yunnanyi",NA,NA,"A1",1,"1943",NA,NA,NA
"02-AUG-1943","Consolidated C-87 Liberator Express","41-24027","USAAF","14","Whenuapai Ai...",NA,NA,"A1",1,"1943",NA,NA,NA
"03-AUG-1943","Curtiss C-46A","41-12319","USAAF",NA,"Kunming",NA,NA,"A1",1,"1943",NA,NA,NA
"03-AUG-1943","Consolidated Catalina","FP114","RAF","8","Atlantic Ocean",NA,NA,"A1",1,"1943",NA,NA,NA
"04-AUG-1943","Short Sunderland III","DD859","RAF","5","Atlantic Ocean",NA,NA,"C1",1,"1943",NA,NA,NA
"05-AUG-1943","Douglas R4D-5 (DC-3)","12411","USMC",NA,"Espiritu Santo",NA,NA,"A1",1,"1943",NA,NA,NA
"05-AUG-1943","Douglas C-47A (DC-3)","42-23653","USAAF",NA,"unknown",NA,NA,"A1",1,"1943",NA,NA,NA
"07-AUG-1943","Curtiss C-46A","41-5204","USAAF","6","Chirdwin Valley",NA,NA,"A1",1,"1943",NA,NA,NA
"07-AUG-1943","Douglas C-47 (DC-3)","41-7733","USAAF","27","Townsville, QLD",NA,NA,"A1",1,"1943",NA,NA,NA
"07-AUG-1943","Lockheed C-60A Lodestar","42-55948","USAAF",NA,"Lubbock-Sout...",NA,NA,"A2",1,"1943",NA,NA,NA
"07-AUG-1943","Consolidated Catalina","FP101","RAF",NA,"Duross Point...",NA,NA,"A1",1,"1943",NA,NA,NA
"08-AUG-1943","Curtiss C-46A","41-12343","USAAF","4","Homestead AA...",NA,NA,"A1",1,"1943",NA,NA,NA
"08-AUG-1943","Lisunov PS-84","CCCP-L3982","Aeroflot","6","Balashov Air...",NA,NA,"A1",1,"1943",NA,NA,NA
"09-AUG-1943","Consolidated C-87 Liberator Express","42-107259","USAAF","5","Donli, Aruna...",NA,NA,"A1",1,"1943",NA,NA,NA
"10-AUG-1943","Douglas C-47A (DC-3)","42-23534","USAAF","2","Popondetta",NA,NA,"A1",1,"1943",NA,NA,NA
"10-AUG-1943","Douglas C-47A (DC-3)","42-23700","USAAF","0","Terapo",NA,NA,"A1",1,"1943",NA,NA,NA
"10-AUG-1943","Douglas C-47 (DC-3)","41-18628","USAAF",NA,"Popondetta",NA,NA,"A1",1,"1943",NA,NA,NA
"10-AUG-1943","Douglas C-47 (DC-3)","41-18431","USAAF",NA,"Tsili Tsili",NA,NA,"A1",1,"1943",NA,NA,NA
"11-AUG-1943","Douglas C-53 (DC-3)","48","CNAC","3","Fort Hertz v...",NA,NA,"A1",1,"1943",NA,NA,NA
"11-AUG-1943","Douglas C-47A (DC-3)","42-92061","USAAF","4","Pleuven",NA,NA,"C1",1,"1943",NA,NA,NA
"12-AUG-1943","Douglas C-47A (DC-3)","42-23782","USAAF",NA,"Laurinburg-M...",NA,NA,"A1",1,"1943",NA,NA,NA
"13-AUG-1943","Short Sunderland I","DV968","RAF, op.for RAAF","11","Bay of Bisay",NA,NA,"C1",1,"1943",NA,NA,NA
"14-AUG-1943","Curtiss C-46A","41-12403","USAAF","4","",NA,NA,"A1",1,"1943",NA,NA,NA
"14-AUG-1943","Savoia-Marchetti SM-75 bis","I-BETA","Nucleo Comunicazioni Avio Linee","17","Rhodes",NA,NA,"A1",1,"1943",NA,NA,NA
"15-AUG-1943","Douglas Dakota III (DC-3)","FD838","RAF",NA,"Myanmar",NA,NA,"A1",1,"1943",NA,NA,NA
"15-AUG-1943","Douglas C-47 (DC-3)","41-18682","USAAF","6","Tsili Tsili",NA,NA,"C1",1,"1943",NA,NA,NA
"15-AUG-1943","Douglas C-47 (DC-3)","41-18668","USAAF","9","Tsili Tsili",NA,NA,"C1",1,"1943",NA,NA,NA
"17-AUG-1943","Douglas C-47A (DC-3)","42-23804","USAAF",NA,"Las Cruces M...",NA,NA,"A1",1,"1943",NA,NA,NA
"17-AUG-1943","Consolidated PBY-5 Catalina","2446","US Navy","0","New Guinea",NA,NA,"A1",1,"1943",NA,NA,NA
"18-AUG-1943","Curtiss C-46A","41-12428","USAAF","4","Mowting",NA,NA,"A1",1,"1943",NA,NA,NA
"18-AUG-1943","Douglas C-47 (DC-3)","41-18523","USAAF",NA,"Tallahassee, FL",NA,NA,"A1",1,"1943",NA,NA,NA
"18-AUG-1943","Douglas C-47 (DC-3)","41-18489","USAAF",NA,"Nashville Me...",NA,NA,"A1",1,"1943",NA,NA,NA
"18-AUG-1943","Consolidated PBY-5A Catalina","A24-24","RAAF","14","Bowen, QLD",NA,NA,"A1",1,"1943",NA,NA,NA
"19-AUG-1943","Douglas C-49J","43-1971","USAAF","5","Hampstead, NH",NA,NA,"A1",1,"1943",NA,NA,NA
"19-AUG-1943","Curtiss C-46A","41-12430","USAAF","0","",NA,NA,"A1",1,"1943",NA,NA,NA
"19-AUG-1943","Douglas C-49J","43-1971","USAAF",NA,"Hampstead, NH",NA,NA,"A1",1,"1943",NA,NA,NA
"19-AUG-1943","Consolidated PBY-5A Catalina","05040","US Navy","2","",NA,NA,"A1",1,"1943",NA,NA,NA
"21-AUG-1943","Lisunov Li-2","CCCP-L4034","Aeroflot",NA,"Akhtyrka",NA,NA,"A1",1,"1943",NA,NA,NA
"22-AUG-1943","Lisunov PS-84","CCCP-L3956","Aeroflot","5","Rechitsa, Go...",NA,NA,"A1",1,"1943",NA,NA,NA
"22-AUG-1943","Douglas C-47A (DC-3)","42-23635","USAAF",NA,"Djerba",NA,NA,"A1",1,"1943",NA,NA,NA
"22-AUG-1943","Short Sunderland","DD848","RAF","8","Mount Brando...",NA,NA,"A1",1,"1943",NA,NA,NA
"23-AUG-1943","Consolidated OA-10 Catalina","42-109023","USAAF","7","Bay of Salerno",NA,NA,"C1",1,"1943",NA,NA,NA
"23-AUG-1943","Consolidated C-87 Liberator Express","42-107274","USAAF","5","Tezpur Airpo...",NA,NA,"A1",1,"1943",NA,NA,NA
"23-AUG-1943","Consolidated C-87 Liberator Express","41-23851","USAAF","0","Miami-36th S...",NA,NA,"A1",1,"1943",NA,NA,NA
"24-AUG-1943","Lockheed C-60A Lodestar","42-55954","USAAF",NA,"Lubbock-Sout...",NA,NA,"A1",1,"1943",NA,NA,NA
