"","date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence"
"13355","08-JAN-1981","Boeing 720-047B","AP-AXK","PIA","0","Karachi Inte...",NA,NA,"A1",1
"13356","08-JAN-1981","Lockheed L-188A Electra","HR-SAW","SAHSA","6","Guatemala Ci...",NA,NA,"A1",1
"13357","08-JAN-1981","Douglas C-47B (DC-3)","HEK-15","Turkish AF",NA,"Izmir-Cigli ...",NA,NA,"A1",1
"13358","10-JAN-1981","Antonov An-24B","SP-LTB","LOT","0","Warszawa-Oke...",NA,NA,"H2",1
"13359","10-JAN-1981","Douglas DC-3","VT-AUR","Maharashtra Government","0","Karad Airport",NA,NA,"A2",1
"13360","11-JAN-1981","Douglas C-47A (DC-3)","ET-AGW","Ethiopian Airlines","0","Bahar Dar Ai...",NA,NA,"A1",1
"13361","12-JAN-1981","Douglas DC-3D","N137H","Sun Valley Inc.",NA,"Agua Negro R...",NA,NA,"A1",1
"13362","14-JAN-1981","Bristol 170 Freighter 31E","ZK-CAM","SAFE Air","0","Blenheim-Woo...",NA,NA,"A1",1
"13363","14-JAN-1981","Lockheed C-130E Hercules","69-6581","USAF","9","Ramstein AFB...",NA,NA,"A1",1
"13364","15-JAN-1981","DC-8-61","N913R","Saudi Arabian","0","Luxembourg-F...",NA,NA,"O1",1
"13365","15-JAN-1981","Breguet SP-13A Atlantic","255","Dutch Navy","3","Inner Hebrides",NA,NA,"A1",1
"13366","18-JAN-1981","Lockheed P-3A Orion","152161","US Navy","0","Whidbey Isla...",NA,NA,"A1",1
"13367","18-JAN-1981","Shorts SC.7 Skyvan 3-100","8R-GFF","Guyana CAA","4","Guyana",NA,NA,"A1",1
"13368","20-JAN-1981","Beech 99A","N390CA","Cascade Airways","7","Spokane Inte...",NA,NA,"A1",1
"13369","21-JAN-1981","Cessna 500 Citation I","N501GP","Georgia Pacific Corp.","5","Bluefield-Me...",NA,NA,"A1",1
"13370","28-JAN-1981","Douglas DC-3","PP-ZNU","Sudene",NA,"Petrolina, PE",NA,NA,"A1",1
"13371","03-FEB-1981","DC-10-30","AP-AXE","PIA","0","Karachi Inte...",NA,NA,"O1",1
"13372","05-FEB-1981","Lockheed L-1011 TriStar","","Eastern Air Lines","0","San Juan-Isl...",NA,NA,"H2",1
"13373","06-FEB-1981","Boeing 727","","Avianca","0","Cúcuta",NA,NA,"H2",1
"13374","07-FEB-1981","Tupolev Tu-104A","CCCP-42332","Soviet Navy","50","Leningrad",NA,NA,"A1",1
"13375","10-FEB-1981","Curtiss C-46D","CP-1588","T.A. Universal","0","Caravani",NA,NA,"U1",1
"13376","11-FEB-1981","Lockheed L-1329 JetStar 731","N520S","Texasgulf Aviation","8","Westchester ...",NA,NA,"A1",1
"13377","11-FEB-1981","Morane Saulnier (FMA) MS.760A Paris","E-218","Argentine AF","2","Mendoza, MD",NA,NA,"A1",1
"13378","12-FEB-1981","Ilyushin Il-14T","CCCP-04188","Aeroflot / Central Region","2","Krenkel Stat...",NA,NA,"A1",1
"13379","13-FEB-1981","Boeing 737-2A8","VT-EAI","Indian Airlines","0","Madras Airpo...",NA,NA,"A2",1
"13380","17-FEB-1981","Boeing 737-293","N468AC","Air California","0","Santa Ana-Jo...",NA,NA,"A1",1
"13381","18-FEB-1981","Let L-410M","CCCP-67273","Aeroflot / Yakutsk",NA,"",NA,NA,"O1",1
"13382","24-FEB-1981","Embraer EMB-110P Bandeirante","PT-GLB","VOTEC","11","Belém Airpor...",NA,NA,"A1",1
"13383","26-FEB-1981","Lockheed MC-130EY Hercules","64-0564","USAF","23","Tabones Island",NA,NA,"A1",1
"13384","27-FEB-1981","DHC-6 Twin Otter 300","C-FCSV","Canadian DoT","2","Galt, ON",NA,NA,"A1",1
"13385","02-MAR-1981","Douglas C-47B (DC-3)","HK-2497","LANSA","0","Anapoima",NA,NA,"A2",1
"13386","02-MAR-1981","Boeing 720-030B","AP-AZP","PIA","1","Kabul, Damascus",NA,NA,"H2",1
"13387","02-MAR-1981","Canadair CL-215","UD.13-02","Spanish AF","4","Pantano de B...",NA,NA,"A1",1
"13388","05-MAR-1981","Boeing 727","","Continental Air Lines","0","Los Angeles ...",NA,NA,"H2",1
"13389","08-MAR-1981","Antonov An-24T","CCCP-46280","Antonov Design Bureau",NA,"Kursk",NA,NA,"A1",1
"13390","10-MAR-1981","Breguet 1150 Atlantic","29","French Navy","18","Moroni-Princ...",NA,NA,"A1",1
"13391","10-MAR-1981","Embraer C-95 Bandeirante (EMB-110)","2168","Brazilian AF",NA,"Rio de Janei...",NA,NA,"A1",1
"13392","11-MAR-1981","Fokker F-28 Fellowship 2000","9G-ACA","Ghana Airways","0","Accra-Kotoka...",NA,NA,"A1",1
"13393","15-MAR-1981","DHC-6 Twin Otter 300","C-FDHT","Bradley Air Services","0","Station Nord",NA,NA,"U1",1
"13394","15-MAR-1981","Boeing RC-135S Cobra Ball II","61-2664","USAF","6","Shemya AFB, ...",NA,NA,"A1",1
"13395","15-MAR-1981","Beech 200 Super King Air","YV-257CP","Inversiones Rizo C. A.",NA,"unknown loca...",NA,NA,"U1",1
"13396","16-MAR-1981","Douglas C-47A (DC-3)","C-FIRW","Air Inuit","0","Lac Bienvill...",NA,NA,"A1",1
"13397","18-MAR-1981","Beech A100 King Air","N999CR","Crutcher Resources Corp.","0","Houston, TX",NA,NA,"A1",1
"13398","25-MAR-1981","Douglas DC-3-322","N3VB","Sun Valley Inc.",NA,"San Luis Potosí",NA,NA,"A1",1
"13399","26-MAR-1981","Antonov An-24B","SP-LTU","LOT","1","Slupsk-Redzi...",NA,NA,"A1",1
"13400","26-MAR-1981","Fokker F-27 Friendship 400","5A-DBR","Libyan Arab Airlines",NA,"",NA,NA,"A1",1
"13401","26-MAR-1981","Ilyushin Il-18D","VN-B190?","Hâng Không Viêtnam",NA,"Hoa Binh",NA,NA,"A1",1
"13402","27-MAR-1981","Boeing 737-2K6","HR-SHA","SAHSA","0","Managua, Pan...",NA,NA,"H2",1
"13403","28-MAR-1981","DC-9-32","PK-GNJ","Garuda","4","Bangkok-Don ...",NA,NA,"H2",1
"13404","28-MAR-1981","Douglas C-54B (DC-4)","N98AS","Caribbean Air Cargo","1","St. Croix",NA,NA,"A1",1
"13405","29-MAR-1981","Boeing 707-329","OO-SJA","Sobelair","0","Brussel-Zave...",NA,NA,"A1",1
"13406","29-MAR-1981","Lockheed L-1329 JetStar I","N267L","Alco Aviation","0","London-Luton...",NA,NA,"A1",1
"13407","29-MAR-1981","Potez 840","F-BMCY","Club Aéronautique de Paris","0","Sumburgh Air...",NA,NA,"A1",1
"13408","02-APR-1981","Swearingen SA226-TC Metro II","VH-BPL","Bush Pilots Airways","0","Emerald Airp...",NA,NA,"A1",1
"13409","02-APR-1981","Douglas C-47A (DC-3)","N258M","Skytrain Air","3","Palaú de Abajo",NA,NA,"A1",1
"13410","06-APR-1981","Douglas C-47A (DC-3)","CP-1470","Urcupina","7","Laguna Soliz",NA,NA,"A1",1
"13411","07-APR-1981","Learjet 23","N400PG","Freedom International","1","Cincinnati M...",NA,NA,"A2",1
"13412","10-APR-1981","Airbus A300","","Eastern Air Lines","1","Miami Intern...",NA,NA,"H2",1
"13413","17-APR-1981","Handley Page HP-137 Jetstream III","N11360","Air US","13","Fort Collins...",NA,NA,"A1",1
"13414","21-APR-1981","Douglas C-53-DO (DC-3)","F-BJBY","Hémet Exploration","4","Puerto de An...",NA,NA,"A1",1
"13415","24-APR-1981","Lockheed L-100-20 Hercules","FAP-396","Peruvian AF","0","San Juan",NA,NA,"A1",1
"13416","28-APR-1981","Douglas C-47A (DC-3)","PK-OBK","Airfast Indonesia","9","Pekanbaru",NA,NA,"A1",1
"13417","28-APR-1981","Antonov An-2TP","CCCP-92864","Aeroflot / Yakutsk","12","Lazo",NA,NA,"A1",1
"13418","01-MAY-1981","Vickers 832 Viscount","PK-RVN","Mandala Airlines","0","Semarang-Ach...",NA,NA,"A1",1
"13419","02-MAY-1981","BAe-125-700A","XA-KEW","SARSA","4","Monterrey",NA,NA,"A1",1
"13420","02-MAY-1981","Boeing 737-248C","EI-ASD","Aer Lingus","0","Le Touquet A...",NA,NA,"H2",1
"13421","03-MAY-1981","Antonov An-2R","CCCP-70836","Aeroflot / Azerbaijan","2","Voskhod, Kra...",NA,NA,"A1",1
"13422","04-MAY-1981","GAF Nomad N.22B","P2-011","PNG Defence Force",NA,"West Sepik p...",NA,NA,"A1",1
"13423","06-MAY-1981","Boeing EC-135N","61-0328","USAF","21","Walkersville...",NA,NA,"A1",1
"13424","07-MAY-1981","BAC One-Eleven 529FR","LV-LOX","Austral Lineas Aéreas","31","Buenos Aires...",NA,NA,"A1",1
"13425","09-MAY-1981","DHC-4A Caribou","C-GVGU","Propair",NA,"Mount Joli, QC",NA,NA,"A1",1
"13426","09-MAY-1981","Douglas C-47 (DC-3)","N60705","Sky Train Air",NA,"Vicente Guerro",NA,NA,"A1",1
"13427","15-MAY-1981","Shorts SC.7 Skyvan 3-200","N70DA","Gifford Aviation","0","Slate Creek, AK",NA,NA,"A1",1
"13428","16-MAY-1981","Lockheed L-100-20 Hercules","D2-EAS","TAAG","4","Menongue Air...",NA,NA,"C1",1
"13429","20-MAY-1981","Convair CV-440-11","XA-HEK","Aero Léon","24","Pinarete Mou...",NA,NA,"A1",1
"13430","21-MAY-1981","Antonov An-2","CCCP-35198","Aeroflot / Yakutsk",NA,"",NA,NA,"A1",1
"13431","22-MAY-1981","DHC-6 Twin Otter 300","HC-BAX","TAME Ecuador","18","Zumba",NA,NA,"A1",1
"13432","24-MAY-1981","DC-9-32","TC-JAL","THY","0","Bourgas Airp...",NA,NA,"H2",1
"13433","24-MAY-1981","Beech 200 Super King Air","FAE-723","Ecuador Air Force","9","Huairapungo ...",NA,NA,"A1",1
"13434","24-MAY-1981","Douglas C-47B (DC-3)","6878","South African AF","0","Johannesburg...",NA,NA,"O1",1
"13435","29-MAY-1981","Lockheed C-130H Hercules","SU-BAH/1276","Egyptian AF","17","Cairo",NA,NA,"A1",1
"13436","31-MAY-1981","Dassault Falcon 20C","7T-VRE","Algerian Government","3","Bamako Airpo...",NA,NA,"A1",1
"13437","02-JUN-1981","BN-2A-7 Islander","N28377","Pinders","0","Nassau, Bahamas",NA,NA,"A1",1
"13438","04-JUN-1981","Convair C-131E (CV-440)","N121CA","Command Aviation","0","Dillingham M...",NA,NA,"A1",1
"13439","05-JUN-1981","Learjet 23","F-GAMA","Transair France",NA,"unknown",NA,NA,"U1",1
"13440","05-JUN-1981","Fokker F-27 Friendship 600","AP-AXF","PIA","0","Gilgit Airpo...",NA,NA,"A1",1
"13441","11-JUN-1981","Boeing 707-341C","PP-VJT","Varig","0","Manaus-Eduar...",NA,NA,"A1",1
"13442","12-JUN-1981","DHC-3 Otter","C-FRHW","Trans-Provincial Airlines","0","Smithers, BC",NA,NA,"A2",1
"13443","13-JUN-1981","Tupolev Tu-154","CCCP-85029","Aeroflot / Moscow","0","Bratsk Airpo...",NA,NA,"A1",1
"13444","13-JUN-1981","BN-2A-8 Islander","B-11108","Taiwan Airlines","2","Hualien Airp...",NA,NA,"A1",1
"13445","13-JUN-1981","Antonov An-2R","CCCP-07712","Aeroflot / Latvia","2","Saldus",NA,NA,"A1",1
"13446","14-JUN-1981","Ilyushin Il-14M","CCCP-41838","Aeroflot / East Siberia","48","Ust'-Barguzin",NA,NA,"A1",1
"13447","15-JUN-1981","BN-2A-20 Islander","P2-ISA","Talair","0","Rabaul-Lakun...",NA,NA,"A2",1
"13448","16-JUN-1981","HAL-748","VT-DXI","Indian Airlines","0","Tirupati Air...",NA,NA,"A1",1
"13449","17-JUN-1981","Douglas C-47A (DC-3)","HK-1078","El Venado","2","Miraflores A...",NA,NA,"A1",1
"13450","19-JUN-1981","Hawker Siddeley HS-125-1A","N6SS","Flight Management","0","Narsarsuaq",NA,NA,"A2",1
"13451","24-JUN-1981","Douglas DC-3-209A","N18949","Nathaniel Hawthorne College","0","West Deering...",NA,NA,"A1",1
"13452","25-JUN-1981","Douglas C-47 (DC-3)","FAC-1129","SATENA",NA,"Villavicenci...",NA,NA,"A1",1
"13453","26-JUN-1981","Hawker Siddeley HS-748","G-ASPL","Dan-Air Services","3","Nailstone",NA,NA,"A1",1
"13454","27-JUN-1981","Fairchild C-119G Flying Boxcar","N8682","Hawkins & Powers","0","Bettles, AK",NA,NA,"A1",1
"13455","28-JUN-1981","Tupolev Tu-134A","CCCP-65871","Aeroflot / Ukraine","0","Simferopol A...",NA,NA,"A1",1
"13456","29-JUN-1981","Fokker F-27 Friendship 400","XY-ADN","Burma Airways",NA,"Sandoway",NA,NA,"A1",1
"13457","??-JUN-1981","BN-2A-8 Islander","TN-ADS","Aéro-Service",NA,"",NA,NA,"U1",1
"13458","01-JUL-1981","Douglas R4D-1 (DC-3)","N111ST","United Aircraft Services","3","Pilot Point ...",NA,NA,"A1",1
"13459","05-JUL-1981","Boeing 707-327C","OD-AGW","TMA","0","Beirut Inter...",NA,NA,"O1",1
"13460","08-JUL-1981","Fairchild C-119C Flying Boxcar","N13742","Hemet Valley Flying Service","2","Frazier Park...",NA,NA,"A1",1
"13461","09-JUL-1981","Howard 500","C-GKFN","Kelowna Flightcraft","3","Toronto Inte...",NA,NA,"A1",1
"13462","10-JUL-1981","Lockheed L-1011 TriStar","","Eastern Air Lines","0","Havana",NA,NA,"H2",1
"13463","12-JUL-1981","Consolidated PBY-6A Super Catalina","C-GFFJ","Flying Firemen","0","Jackson Lake...",NA,NA,"A1",1
"13464","14-JUL-1981","Douglas SC-54G (DC-4)","N3373F","Aero Union","3","Kenai, AK",NA,NA,"A1",1
"13465","15-JUL-1981","Martin 4-0-4","CP-1318","CAMBA","0","Beni",NA,NA,"U1",1
"13466","15-JUL-1981","Beech 200 Super King Air","N631SR","Puget Sound Tug & Barge Co.","6","King Cove Ai...",NA,NA,"A1",1
"13467","18-JUL-1981","Canadair CL-44D4-6","LV-JTN","TAR","4","Yerevan",NA,NA,"A1",1
"13468","20-JUL-1981","Fokker F-27 Friendship 600RF","6O-SAY","Somali Airlines","50","Balad",NA,NA,"A1",1
"13469","20-JUL-1981","BN-2A-6 Islander","N116DW","Dorado Wings","0","San Juan-Isl...",NA,NA,"A1",1
"13470","21-JUL-1981","Antonov An-24B","SP-LTI","LOT","0","Berlin-Tegel...",NA,NA,"H2",1
"13471","21-JUL-1981","Antonov An-2R","YR-PVJ","Aviatia Utilitara","0","Stupina",NA,NA,"A1",1
"13472","24-JUL-1981","DHC-6 Twin Otter 300","5R-MGB","Air Madagascar","19","Maroantsetra...",NA,NA,"A1",1
"13473","25-JUL-1981","Douglas DC-3A","HK-772","Transamazonica Colombia","3","Carurú Airpo...",NA,NA,"A1",1
"13474","27-JUL-1981","DC-9-32","XA-DEN","Aeroméxico","30","Chihuahua-Ge...",NA,NA,"A1",1
"13475","31-JUL-1981","Curtiss C-46D","CC-CAT","LATISA","5","Cochrane Air...",NA,NA,"A1",1
"13476","31-JUL-1981","DHC-6 Twin Otter 300","FAP-205","Panamese AF","7","Coclecito",NA,NA,"A1",1
"13477","01-AUG-1981","Ilyushin Il-14M","CCCP-91517","Aeroflot / Magadan","11","Utichiy Island",NA,NA,"A1",1
"13478","01-AUG-1981","Douglas C-47B (DC-3)","F-BJHC","Hémet Exploration","6","Beira",NA,NA,"C1",1
"13479","03-AUG-1981","Douglas C-53 (DC-3)","FAC-1128","SATENA","0","Cali-Palmase...",NA,NA,"A1",1
"13480","05-AUG-1981","Antonov An-24B","SP-LTI","LOT","0","Gdansk Airpo...",NA,NA,"H2",1
"13481","07-AUG-1981","Douglas C-47B (DC-3)","CC-CBW","Aerocor - Aerolineas Cordillera","0","Coyhaique Ai...",NA,NA,"A2",1
"13482","09-AUG-1981","Antonov An-2TP","CCCP-29354","Kamchatka Civil Aviation Prod. Ass.",NA,"Palana",NA,NA,"A1",1
"13483","10-AUG-1981","Ford 5-AT-B Tri-Motor","N76GC","Grand Canyon Airlines","0","Las Vegas, NV",NA,NA,"O1",1
"13484","11-AUG-1981","Douglas DC-4","HK-136","SADELCA Colombia","0","",NA,NA,"A1",1
"13485","11-AUG-1981","Antonov An-24B","SP-LTT","LOT","0","Katowice-Pyr...",NA,NA,"H2",1
"13486","18-AUG-1981","Vickers 745D Viscount","N7407","Airgo","0","Florida?",NA,NA,"O1",1
"13487","19-AUG-1981","HAL-748","VT-DXF","Indian Airlines","0","Mangalore-Ba...",NA,NA,"A1",1
"13488","22-AUG-1981","Boeing 737-222","B-2603","FEAT","110","Miao-Li",NA,NA,"A1",1
"13489","22-AUG-1981","Antonov An-24B","SP-LTC","LOT","0","Berlin-Tegel...",NA,NA,"H2",1
"13490","24-AUG-1981","Antonov An-24RV","CCCP-46653","Aeroflot / Far East","31","Zavitinsk",NA,NA,"A1",1
"13491","25-AUG-1981","BN-2A-21 Islander","7P-LAE","Lesotho Airways","0","Sekakes Airp...",NA,NA,"A1",1
"13492","26-AUG-1981","Vickers 745D Viscount","HK-1320","Aeropesca Colombia","50","Florencia",NA,NA,"A1",1
"13493","27-AUG-1981","Douglas C-47B (DC-3)","ET-AGX","RRC Air Services","0","Dire Dawa Ai...",NA,NA,"A1",1
"13494","29-AUG-1981","Yakovlev Yak-40","CCCP-87346","Aeroflot / Far East","3","Zeya",NA,NA,"A1",1
"13495","31-AUG-1981","Boeing 720-023B","OD-AFR","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13496","02-SEP-1981","Embraer EMB-110P1 Bandeirante","HK-2651","El Venado","21","Paipa",NA,NA,"A1",1
"13497","07-SEP-1981","Kaiser-Frazer C-119L Flying Boxcar","N8504W","private","0","Dahl Creek A...",NA,NA,"A1",1
"13498","07-SEP-1981","BN-2A Trislander Mk.III","C-GSZI","Questor Surveys",NA,"",NA,NA,"U1",1
"13499","09-SEP-1981","Antonov An-2R","SP-WMN","ZUA",NA,"Zagrodno",NA,NA,"A1",1
"13500","16-SEP-1981","Antonov An-2TP","CCCP-40523","Aeroflot / Yakutsk",NA,"",NA,NA,"A1",1
"13501","18-SEP-1981","Yakovlev Yak-40","CCCP-87455","Aeroflot / East Siberia","33","Zheleznogors...",NA,NA,"A1",1
"13502","18-SEP-1981","Antonov An-24B","SP-LTG","LOT","0","Berlin-Tegel...",NA,NA,"H2",1
"13503","18-SEP-1981","BN-2A-27 Islander","G-BDNP","JEA","0","St. Andrew, ...",NA,NA,"A1",1
"13504","21-SEP-1981","Lockheed C-130H Hercules","74-1672","USAF","7","Indian Sprin...",NA,NA,"A1",1
"13505","22-SEP-1981","Lockheed L-1011 TriStar 1","N309EA","Eastern Air Lines","0","Newark Inter...",NA,NA,"A2",1
"13506","22-SEP-1981","Antonov An-24B","SP-LTK","LOT","0","Warszawa-Oke...",NA,NA,"H2",1
"13507","22-SEP-1981","McDonnell-Douglas DC-10-30CF","N101TV","Air Florida","0","Miami Intern...",NA,NA,"A2",1
"13508","26-SEP-1981","Boeing 727-2H9","YU-AKF","JAT","0","Larnaca Airp...",NA,NA,"H2",1
"13509","29-SEP-1981","Lockheed C-130H Hercules","5-8552","Iran AF","80","Kahrisak",NA,NA,"A1",1
"13510","29-SEP-1981","Antonov An-24B","SP-LTP","LOT","0","Warszawa-Oke...",NA,NA,"H2",1
"13511","29-SEP-1981","Boeing 737-200","","Indian Airlines","0","Lahore Airpo...",NA,NA,"H2",1
"13512","??-SEP-1981","Antonov An-2R","OK-KIM","Slov-Air",NA,"Znojmo",NA,NA,"H1",1
"13513","??-SEP-1981","Douglas DC-6","N62242","Unknown",NA,"northeast Co...",NA,NA,"A1",1
"13514","01-OCT-1981","Learjet 24","N44CJ","Sky Train Air","3","Felt, OK",NA,NA,"A1",1
"13515","02-OCT-1981","CC-123 Otter (DHC-3)","9417","Canadian Armed Forces","3","Lac-Saint-Fr...",NA,NA,"A1",1
"13516","05-OCT-1981","BAC One-Eleven","","USAir","0","Buffalo-Grea...",NA,NA,"H2",1
"13517","06-OCT-1981","Fokker F-28 Fellowship 4000","PH-CHI","NLM Cityhopper","17","Moerdijk",NA,NA,"A1",1
"13518","07-OCT-1981","Douglas C-47A (DC-3)","ET-AHR","Ethiopian Airlines","0","Dessie-Combo...",NA,NA,"A1",1
"13519","08-OCT-1981","Fairchild F-27M","N777DG","Pacific Alaska","0","Fairbanks In...",NA,NA,"O1",1
"13520","12-OCT-1981","Lockheed C-130H Hercules","4717/CNA-OH","Moroccan AF","5","Guelta Zammour",NA,NA,"C1",1
"13521","13-OCT-1981","Boeing 737-2K2C","PH-TVC","Air Malta","0","Cairo Intern...",NA,NA,"C2",1
"13522","17-OCT-1981","de Havilland DH-114 Heron 1B","ZK-EKO","Nationwide Air","0","Rotorua Airp...",NA,NA,"O1",1
"13523","21-OCT-1981","Curtiss C-46A","HK-388","Aeropesca Colombia","0","Río Orteguaza",NA,NA,"H1",1
"13524","21-OCT-1981","Tupolev Tu-154B","HA-LCF","Malev","0","Praha-Ruzyne...",NA,NA,"A1",1
"13525","23-OCT-1981","DC-10","","American Airlines","0","New York-Joh...",NA,NA,"H2",1
"13526","23-OCT-1981","Boeing 707-331C","OD-AGT","TMA","0","Tokyo-Narita...",NA,NA,"A1",1
"13527","26-OCT-1981","Lockheed L-749A Constellation (VC-1","HI-328","Aerolineas Argo","3","Saint Thomas...",NA,NA,"A1",1
"13528","28-OCT-1981","BN-2A Trislander Mk.III-2","EL-AIC","Air Liberia","0","Foya Kamala",NA,NA,"U1",1
"13529","29-OCT-1981","CASA C-212 Aviocar 200","","SANSA","0","San Miguel A...",NA,NA,"H2",1
"13530","31-OCT-1981","DHC-6 Twin Otter 300","TJ-CBC","Cameroon Airlines","1","Bafoussam Ai...",NA,NA,"A1",1
"13531","31-OCT-1981","Antonov An-2R","MT-613","MIAT",NA,"Sukhbaatar P...",NA,NA,"A1",1
"13532","??-OCT-1981","DHC-4A Caribou","N90570","private",NA,"",NA,NA,"A1",1
"13533","08-NOV-1981","DC-9-32","XA-DEO","Aeroméxico","18","Zihuatanejo",NA,NA,"A1",1
"13534","09-NOV-1981","Antonov An-2R","SP-WPT","ZUA",NA,"Sennar",NA,NA,"A1",1
"13535","13-NOV-1981","Learjet 55","N57TA","Gates Learjet","2","Waterkloof",NA,NA,"A1",1
"13536","16-NOV-1981","Tupolev Tu-154B-2","CCCP-85480","Aeroflot / Krasnoyarsk","99","Noril'sk Air...",NA,NA,"A1",1
"13537","16-NOV-1981","Aérospatiale SN.601 Corvette","TY-BBK","Benin Government","4","Lagos-Murtal...",NA,NA,"A1",1
"13538","18-NOV-1981","DHC-6 Twin Otter 300","VP-FAW","British Antarctic Survey","0","Rothera Station",NA,NA,"O1",1
"13539","21-NOV-1981","Douglas C-47 (DC-3)","","Guatemala AF","4","Huehuetenango",NA,NA,"A1",1
"13540","26-NOV-1981","Boeing 707-337C","VT-DVB","Air-India","0","Durban",NA,NA,"H2",1
"13541","26-NOV-1981","Antonov An-2P","CCCP-01808","Aeroflot / Komi","15","Ust-Kulom",NA,NA,"A1",1
"13542","26-NOV-1981","Antonov An-2TP","CCCP-40564","Aeroflot / Komi","0","Ust-Kulom",NA,NA,"A2",1
"13543","28-NOV-1981","Fokker F-27 Friendship 400","5A-DBE","Libyan Arab Airlines","0","Kufra",NA,NA,"A1",1
"13544","30-NOV-1981","Douglas DC-6A","N3486F","Guyana Airways","3","Saint Lucia-...",NA,NA,"A1",1
"13545","01-DEC-1981","DC-9-81 (MD-81)","YU-ANA","Inex-Adria Aviopromet","180","Mont San-Pietro",NA,NA,"A1",1
"13546","02-DEC-1981","Douglas DC-4-1009","C-FJRW","Aero Trades (Western)","0","Spence Bay A...",NA,NA,"A1",1
"13547","05-DEC-1981","Boeing 707","","TWA","0","Cleveland, OH",NA,NA,"H2",1
"13548","07-DEC-1981","DC-9","","AVENSA","0","Havana-José ...",NA,NA,"H2",1
"13549","07-DEC-1981","DC-9","","AVENSA","0","Havana-José ...",NA,NA,"H2",1
"13550","07-DEC-1981","Boeing 727","","AVENSA","0","Havana-José ...",NA,NA,"H2",1
"13551","07-DEC-1981","Boeing 727-200","","Libyan Arab Airlines","0","Beirut Inter...",NA,NA,"H2",1
"13552","09-DEC-1981","Douglas C-47A (DC-3)","YSL-47","Turkish AF","5","Anamur",NA,NA,"A1",1
"13553","10-DEC-1981","Hawker Siddeley DH-125-1A","XA-ESQ","SENSA","0","Laredo Inter...",NA,NA,"A1",1
"13554","12-DEC-1981","Boeing 727-25","YN-BXW","Aeronica","0","Mexico City-...",NA,NA,"C2",1
"13555","16-DEC-1981","Boeing 727-2J4","OY-SAT","Sterling Airways","0","Gander Airpo...",NA,NA,"A2",1
"13556","16-DEC-1981","Boeing 707-124","HI-384HA","Hispaniola","0","Miami Intern...",NA,NA,"A1",1
"13557","18-DEC-1981","DHC-6 Twin Otter 300","HK-2216","ACES","13","San Antero",NA,NA,"A1",1
"13558","18-DEC-1981","Antonov An-2TP","CCCP-92858","Aeroflot / Magadan","0","Deputatskiy",NA,NA,"A1",1
"13559","23-DEC-1981","Antonov An-26","CCCP-26505","Aeroflot / Krasnoyarsk","2","Eniseysk Air...",NA,NA,"A1",1
"13560","29-DEC-1981","Hawker Siddeley HS-748","C-GEPH","Eastern Provincial Airways","0","Sydney Airpo...",NA,NA,"A1",1
"13561","??-???-1981","Douglas C-118A (DC-6)","N2949F","GAF Int. Service",NA,"",NA,NA,"A1",1
"13562","??-???-1981","Douglas DC-4","N122AC","Southern Aero Trades Inc",NA,"",NA,NA,"U1",1
"13563","??-???-1981","DHC-5D Buffalo","920","Chilean AF",NA,"Punta Arenas...",NA,NA,"A1",1
"13564","??-???-1981","Douglas C-47B (DC-3)","5N-ARA","Arax Airlines",NA,"Lagos/Ikeja ...",NA,NA,"U1",1
"13565","02-JAN-1982","Beech UC-12B Huron (A200C Super Kin","161189","US Navy","1","Pensacola Re...",NA,NA,"A1",1
"13566","07-JAN-1982","Boeing 727-114","HK-2637","Aerotal Colombia","0","Barranquilla...",NA,NA,"H2",1
"13567","07-JAN-1982","Let L-410M","CCCP-67290","Aeroflot / Georgia","18","Gelendzhik",NA,NA,"A1",1
"13568","08-JAN-1982","Swearingen SA227-AC Metro III","HB-LNB","Crossair","0","Zürich-Klote...",NA,NA,"A2",1
"13569","11-JAN-1982","Learjet 25XR","HZ-GP5","Redec Aviation","2","Narsarsuaq",NA,NA,"A1",1
"13570","13-JAN-1982","Boeing 737-222","N62AF","Air Florida","74+ 4","Washington-N...",NA,NA,"A1",1
"13571","14-JAN-1982","Antonov An-26","","Ethiopian AF","73","Addis Ababa",NA,NA,"A1",1
"13572","16-JAN-1982","Yakovlev Yak-40","CCCP-87902","Aeroflot / Kazakstan","0","Shevchenko",NA,NA,"A1",1
"13573","17-JAN-1982","Convair CV-440-75","N21DR","Island Airlines Hawaii","0","Pearl Harbor...",NA,NA,"A1",1
"13574","18-JAN-1982","Convair HC-131A (CV-240)","5786","US Coast Guard","0","Corpus Chris...",NA,NA,"A1",1
"13575","19-JAN-1982","Canadair CL-44D4-1","HC-BHS","AECA","0","Miami Intern...",NA,NA,"A1",1
"13576","21-JAN-1982","Douglas DC-3A","N211TA","Tursair","0","Opa-Locka We...",NA,NA,"A1",1
"13577","21-JAN-1982","Douglas C-54E (DC-4)","49148","French Navy","7","Noumea-Tonto...",NA,NA,"A1",1
"13578","23-JAN-1982","DC-10-30CF","N113WA","World Airways","2","Boston-Logan...",NA,NA,"A1",1
"13579","25-JAN-1982","Antonov An-24RV","YR-BMD","Tarom","7","Constanta Ai...",NA,NA,"A1",1
"13580","25-JAN-1982","Antonov An-2R","HA-MBI","Ministry for Agriculture and Nutrition","","Bácsbokod",NA,NA,"A1",1
